District,Crime_Type,Year,Total_Cases,Male_Victims,Female_Victims,Victims_Under18,Victims_18to45,Victims_Above45,Arrests_Made,Pending_Cases,Convictions
Davangere,Molestation,2024,27,18,9,1,18,8,23,4,2
Gadag,Cyber Crime,2024,75,24,51,3,61,11,23,52,3
Davangere,Domestic Violence,2024,89,49,40,5,67,17,57,32,8
Shimoga,Kidnapping,2024,4,1,3,0,3,1,2,2,0
Udupi,Domestic Violence,2024,87,26,61,2,63,22,21,66,2
Kodagu,Theft,2024,151,84,67,15,91,45,39,112,10
Shimoga,Cyber Crime,2024,51,20,31,2,32,17,35,16,14
Bengaluru Urban,Molestation,2024,25,16,9,2,20,3,12,13,2
Chamarajanagar,Domestic Violence,2024,107,64,43,20,68,19,62,45,17
Mandya,Theft,2024,119,48,71,12,90,17,65,54,26
Chitradurga,Kidnapping,2024,5,3,2,0,3,2,2,3,0
Hubballi,Dowry Death,2024,2,0,2,0,1,1,1,1,0
Bengaluru Rural,Molestation,2024,22,14,8,2,14,6,15,7,1
RuralAreaX,Robbery,2024,23,9,14,2,15,6,17,6,6
Kalaburagi,Murder,2024,0,0,0,0,0,0,0,0,0
Mangaluru,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Shivamogga,Kidnapping,2024,5,2,3,0,3,2,4,1,1
Chamarajanagar2,Cheating,2024,114,65,49,19,94,1,80,34,6
Mysuru,Domestic Violence,2024,75,30,45,7,55,13,66,9,20
Vijayanagar,Theft,2024,155,52,103,22,107,26,139,16,10
Shimoga,Rape,2024,29,15,14,1,18,10,12,17,3
Vijayapura,Murder,2024,5,3,2,0,3,2,1,4,0
Uttara Kannada,Cheating,2024,72,30,42,10,45,17,39,33,13
Kodagu,Molestation,2024,41,22,19,6,31,4,27,14,4
Mandya,Dowry Death,2024,8,3,5,0,5,3,3,5,0
Ballari,Rape,2024,45,25,20,4,31,10,20,25,2
Mangaluru,Kidnapping,2024,7,3,4,0,4,3,3,4,1
Koppal,Molestation,2024,19,5,14,3,14,2,14,5,4
Koppal,Cyber Crime,2024,56,32,24,11,37,8,44,12,18
Bagalkot,Molestation,2024,26,14,12,5,22,0,10,16,1
Vijayapura,Kidnapping,2024,7,2,5,0,5,2,3,4,0
Kodagu,Dowry Death,2024,14,6,8,1,9,4,8,6,2
Raichur,Rape,2024,24,15,9,3,17,4,20,4,6
Yadgir,Dowry Death,2024,4,2,2,0,3,1,1,3,0
Vijayapura,Theft,2024,95,46,49,5,68,22,60,35,13
Vijayapura,Murder,2024,5,2,3,0,3,2,1,4,0
Mandya,Rape,2024,41,15,26,2,26,13,16,25,6
Vijayanagar,Cyber Crime,2024,76,27,49,14,57,5,44,32,18
Mangaluru,Cyber Crime,2024,72,32,40,10,49,13,33,39,6
Udupi,Cyber Crime,2024,61,19,42,10,40,11,34,27,14
Uttara Kannada,Rape,2024,13,7,6,1,10,2,8,5,0
Udupi,Rape,2024,34,12,22,1,25,8,22,12,1
Mysuru,Kidnapping,2024,7,4,3,0,4,3,3,4,0
Tumakuru,Dowry Death,2024,3,1,2,0,2,1,0,3,0
Davangere,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Uttara Kannada,Rape,2024,32,18,14,2,22,8,11,21,1
Kolar,Theft,2024,150,95,55,13,110,27,74,76,36
Mangaluru,Cheating,2024,79,44,35,12,49,18,48,31,16
Yadgir,Kidnapping,2024,5,1,4,0,3,2,2,3,0
Bengaluru Urban,Domestic Violence,2024,40,21,19,2,24,14,11,29,4
Dharwad,Molestation,2024,23,10,13,2,16,5,7,16,3
Shivamogga,Theft,2024,121,43,78,11,82,28,96,25,28
Haveri,Molestation,2024,21,11,10,0,15,6,11,10,2
Vijayanagar,Molestation,2024,21,12,9,1,16,4,11,10,4
Uttara Kannada,Dowry Death,2024,2,0,2,0,1,1,1,1,0
Uttara Kannada,Cheating,2024,72,30,42,13,44,15,51,21,25
Bengaluru Urban,Dowry Death,2024,2,1,1,0,1,1,1,1,0
Kodagu,Cheating,2024,107,68,39,4,71,32,57,50,23
Bidar,Molestation,2024,25,8,17,1,16,8,15,10,5
Raichur,Murder,2024,13,7,6,0,9,4,3,10,1
Tumakuru,Domestic Violence,2024,85,57,28,4,53,28,72,13,10
Shimoga,Theft,2024,117,49,68,12,77,28,80,37,23
Davangere,Rape,2024,47,18,29,2,39,6,14,33,6
Chamarajanagar,Domestic Violence,2024,91,46,45,9,71,11,68,23,6
Shimoga,Molestation,2024,22,9,13,2,17,3,14,8,6
Bidar,Cheating,2024,85,48,37,11,62,12,58,27,19
Chamarajanagar,Dowry Death,2024,4,2,2,0,3,1,2,2,0
Chitradurga,Molestation,2024,30,10,20,2,20,8,24,6,2
Belagavi,Kidnapping,2024,2,0,2,0,1,1,1,1,0
Vijayanagar,Kidnapping,2024,7,4,3,0,4,3,4,3,1
Mangaluru,Domestic Violence,2024,86,34,52,4,72,10,50,36,6
Bengaluru Urban,Rape,2024,39,18,21,5,27,7,12,27,4
Chamarajanagar2,Dowry Death,2024,8,5,3,0,5,3,4,4,1
Mangaluru,Robbery,2024,16,5,11,0,12,4,13,3,3
Kalaburagi,Kidnapping,2024,7,4,3,0,4,3,5,2,0
Shimoga,Domestic Violence,2024,74,44,30,6,59,9,21,53,5
RuralAreaX,Dowry Death,2024,7,2,5,0,5,2,5,2,1
Chikkaballapura,Theft,2024,117,62,55,7,76,34,35,82,2
Haveri,Murder,2024,2,1,1,0,1,1,0,2,0
Chitradurga,Domestic Violence,2024,53,24,29,4,43,6,47,6,12
Mysuru,Molestation,2024,29,14,15,4,18,7,7,22,2
Kodagu,Theft,2024,128,88,40,6,89,33,68,60,28
Chamarajanagar,Kidnapping,2024,11,6,5,1,7,3,3,8,1
Vijayanagar,Theft,2024,128,48,80,7,78,43,93,35,24
Dharwad,Dowry Death,2024,7,4,3,1,5,1,4,3,1
Raichur,Molestation,2024,22,13,9,1,16,5,9,13,0
Tumakuru,Robbery,2024,23,10,13,1,19,3,6,17,1
Dharwad,Rape,2024,38,17,21,7,27,4,11,27,5
Bengaluru Urban,Theft,2024,104,67,37,16,66,22,73,31,13
Koppal,Rape,2024,32,21,11,5,25,2,20,12,3
Raichur,Robbery,2024,13,6,7,2,10,1,11,2,1
Yadgir,Domestic Violence,2024,86,38,48,2,67,17,41,45,18
Kalaburagi,Molestation,2024,19,10,9,2,12,5,9,10,1
Yadgir,Dowry Death,2024,1,0,1,0,0,1,0,1,0
Chikkaballapura,Domestic Violence,2024,82,26,56,3,67,12,26,56,2
Mandya,Murder,2024,0,0,0,0,0,0,0,0,0
Mangaluru,Cyber Crime,2024,60,36,24,9,49,2,39,21,14
Vijayanagar,Molestation,2024,19,12,7,2,11,6,5,14,0
Shimoga,Cyber Crime,2024,63,28,35,7,48,8,28,35,3
Chikkamagaluru,Domestic Violence,2024,70,44,26,13,49,8,55,15,9
Tumakuru,Robbery,2024,10,3,7,0,6,4,7,3,1
Chikkaballapura,Cyber Crime,2024,70,41,29,8,45,17,58,12,21
Yadgir,Cyber Crime,2024,82,55,27,15,60,7,35,47,12
Udupi,Dowry Death,2024,6,3,3,0,4,2,1,5,0
Chitradurga,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Koppal,Theft,2024,133,74,59,20,112,1,114,19,52
Mandya,Robbery,2024,17,8,9,1,11,5,5,12,1
Hubballi,Molestation,2024,21,8,13,4,13,4,18,3,5
RuralAreaX,Rape,2024,42,26,16,3,31,8,29,13,11
Mysuru,Rape,2024,21,7,14,2,17,2,9,12,1
Belagavi,Murder,2024,1,0,1,0,0,1,0,1,0
Tumakuru,Rape,2024,38,16,22,4,24,10,18,20,3
Hassan,Molestation,2024,26,15,11,4,16,6,21,5,9
Kolar,Cyber Crime,2024,44,26,18,5,34,5,20,24,1
Bengaluru Urban,Robbery,2024,10,6,4,0,6,4,5,5,0
Chitradurga,Domestic Violence,2024,61,33,28,8,48,5,40,21,18
Belagavi,Molestation,2024,26,11,15,2,17,7,17,9,7
Vijayapura,Cyber Crime,2024,50,32,18,8,31,11,38,12,2
Bengaluru Rural,Robbery,2024,21,11,10,2,17,2,15,6,2
Hubballi,Molestation,2024,25,14,11,4,21,0,12,13,0
Gadag,Robbery,2024,18,7,11,1,11,6,10,8,3
Vijayapura,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Tumakuru,Kidnapping,2024,7,2,5,0,4,3,4,3,1
Vijayapura,Rape,2024,40,18,22,5,30,5,25,15,7
Bengaluru Rural,Theft,2024,124,75,49,14,92,18,41,83,11
Ramanagara,Theft,2024,103,69,34,15,66,22,61,42,15
Gadag,Theft,2024,140,53,87,20,90,30,84,56,19
Belagavi,Robbery,2024,20,8,12,3,14,3,10,10,2
Chamarajanagar,Dowry Death,2024,7,3,4,0,4,3,2,5,0
Mangaluru,Robbery,2024,12,5,7,1,7,4,5,7,2
Vijayapura,Dowry Death,2024,5,2,3,0,3,2,3,2,0
Bengaluru Rural,Cyber Crime,2024,60,36,24,3,48,9,20,40,4
Uttara Kannada,Dowry Death,2024,6,3,3,0,4,2,4,2,0
Shivamogga,Cheating,2024,79,26,53,7,51,21,50,29,5
Mysuru,Molestation,2024,23,14,9,3,15,5,14,9,3
RuralAreaX,Murder,2024,3,1,2,0,2,1,0,3,0
Uttara Kannada,Molestation,2024,14,5,9,0,10,4,5,9,0
Kolar,Dowry Death,2024,10,3,7,1,7,2,8,2,2
Chikkaballapura,Robbery,2024,15,7,8,2,11,2,5,10,2
Bidar,Rape,2024,25,10,15,0,15,10,19,6,8
Yadgir,Kidnapping,2024,8,3,5,1,5,2,3,5,0
Chamarajanagar,Dowry Death,2024,7,2,5,0,5,2,2,5,0
Ramanagara,Cyber Crime,2024,77,45,32,12,52,13,53,24,15
Haveri,Robbery,2024,21,11,10,0,17,4,14,7,3
Gadag,Cyber Crime,2024,68,21,47,11,51,6,23,45,5
Shimoga,Cyber Crime,2024,59,39,20,10,43,6,20,39,9
Chitradurga,Theft,2024,122,47,75,13,88,21,106,16,21
Bidar,Theft,2024,121,68,53,10,99,12,46,75,6
Hassan,Kidnapping,2024,3,1,2,0,2,1,2,1,0
Udupi,Dowry Death,2024,5,3,2,0,3,2,4,1,1
Chikkaballapura,Domestic Violence,2024,72,27,45,3,47,22,40,32,6
Hubballi,Robbery,2024,17,10,7,2,14,1,12,5,4
Raichur,Cyber Crime,2024,59,30,29,2,46,11,16,43,1
Bidar,Cyber Crime,2024,59,17,42,7,49,3,18,41,5
Uttara Kannada,Robbery,2024,9,5,4,1,6,2,6,3,2
Chikkaballapura,Robbery,2024,10,4,6,1,6,3,6,4,0
Shivamogga,Murder,2024,1,0,1,0,0,1,0,1,0
Bengaluru Rural,Kidnapping,2024,10,4,6,1,6,3,8,2,1
RuralAreaX,Dowry Death,2024,5,2,3,0,3,2,1,4,0
Uttara Kannada,Rape,2024,27,18,9,2,17,8,8,19,3
Ballari,Murder,2024,8,4,4,0,4,4,6,2,1
Hubballi,Cheating,2024,88,55,33,11,66,11,46,42,3
Raichur,Molestation,2024,30,20,10,3,19,8,15,15,6
Hassan,Theft,2024,114,50,64,7,76,31,32,82,4
Kolar,Cheating,2024,87,49,38,7,73,7,60,27,9
Hassan,Robbery,2024,16,10,6,1,11,4,9,7,1
RuralAreaX,Domestic Violence,2024,74,42,32,11,57,6,21,53,5
Chitradurga,Dowry Death,2024,5,3,2,0,4,1,1,4,0
Chamarajanagar2,Cyber Crime,2024,63,38,25,3,52,8,35,28,6
Dharwad,Molestation,2024,15,7,8,1,11,3,5,10,2
Bengaluru Rural,Domestic Violence,2024,56,30,26,3,47,6,33,23,3
Vijayapura,Kidnapping,2024,5,1,4,0,3,2,3,2,0
Ballari,Murder,2024,6,3,3,0,5,1,1,5,0
Davangere,Robbery,2024,11,4,7,0,7,4,3,8,0
Vijayapura,Domestic Violence,2024,58,38,20,7,42,9,44,14,3
Raichur,Theft,2024,131,44,87,11,94,26,67,64,17
Ramanagara,Rape,2024,41,20,21,7,30,4,19,22,3
Bidar,Robbery,2024,21,11,10,3,14,4,17,4,1
Koppal,Cyber Crime,2024,58,22,36,9,42,7,33,25,14
Bagalkot,Domestic Violence,2024,58,27,31,2,38,18,23,35,9
Belagavi,Molestation,2024,29,10,19,4,24,1,24,5,9
Vijayanagar,Theft,2024,119,59,60,8,90,21,81,38,27
Ballari,Domestic Violence,2024,102,67,35,3,65,34,78,24,27
Gadag,Cheating,2024,115,73,42,15,90,10,38,77,14
Vijayapura,Domestic Violence,2024,58,18,40,3,46,9,26,32,7
Davangere,Rape,2024,32,14,18,5,19,8,24,8,4
Bagalkot,Cyber Crime,2024,47,28,19,5,37,5,31,16,3
Chitradurga,Theft,2024,86,43,43,4,64,18,55,31,15
RuralAreaX,Rape,2024,35,15,20,1,21,13,17,18,7
Chamarajanagar2,Cyber Crime,2024,68,29,39,12,47,9,39,29,5
Raichur,Cheating,2024,91,52,39,11,72,8,51,40,22
Ramanagara,Kidnapping,2024,5,1,4,0,3,2,3,2,0
Shimoga,Murder,2024,4,1,3,0,2,2,1,3,0
Mangaluru,Robbery,2024,25,13,12,2,18,5,18,7,2
Kodagu,Cheating,2024,110,47,63,6,85,19,71,39,29
Chamarajanagar2,Murder,2024,4,1,3,0,3,1,1,3,0
Hassan,Rape,2024,42,26,16,3,27,12,29,13,10
Kalaburagi,Cheating,2024,77,26,51,6,65,6,26,51,3
Vijayanagar,Robbery,2024,12,8,4,0,7,5,9,3,3
Dharwad,Cyber Crime,2024,54,27,27,7,32,15,44,10,15
Vijayapura,Robbery,2024,21,13,8,3,13,5,16,5,1
Kalaburagi,Theft,2024,104,52,52,13,86,5,68,36,20
Udupi,Kidnapping,2024,0,0,0,0,0,0,0,0,0
Chitradurga,Kidnapping,2024,2,1,1,0,1,1,1,1,0
Belagavi,Robbery,2024,16,7,9,2,11,3,4,12,1
Davangere,Robbery,2024,10,4,6,1,6,3,6,4,1
Gadag,Rape,2024,38,21,17,4,27,7,28,10,11
Chikkamagaluru,Dowry Death,2024,10,6,4,0,6,4,8,2,1
Ramanagara,Kidnapping,2024,5,3,2,0,4,1,1,4,0
Haveri,Murder,2024,8,4,4,1,5,2,6,2,2
Koppal,Theft,2024,97,66,31,8,80,9,69,28,16
Vijayapura,Cyber Crime,2024,52,24,28,10,31,11,46,6,20
Chitradurga,Theft,2024,112,33,79,14,79,19,57,55,24
Chamarajanagar,Rape,2024,33,13,20,4,20,9,27,6,3
Raichur,Robbery,2024,13,8,5,0,8,5,7,6,0
Davangere,Murder,2024,6,2,4,1,4,1,4,2,0
Gadag,Molestation,2024,31,20,11,2,18,11,13,18,2
Chikkamagaluru,Molestation,2024,21,14,7,0,13,8,13,8,1
Vijayanagar,Molestation,2024,22,14,8,3,18,1,13,9,4
Chamarajanagar,Domestic Violence,2024,85,56,29,9,64,12,22,63,7
Chikkaballapura,Robbery,2024,22,10,12,1,18,3,14,8,6
Vijayanagar,Rape,2024,45,13,32,1,28,16,36,9,9
Haveri,Cyber Crime,2024,52,25,27,1,39,12,36,16,13
Shivamogga,Cheating,2024,78,37,41,9,63,6,23,55,6
Mandya,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Udupi,Cyber Crime,2024,59,34,25,9,46,4,40,19,9
Chikkamagaluru,Kidnapping,2024,12,6,6,2,8,2,5,7,0
Mangaluru,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Chikkamagaluru,Rape,2024,25,15,10,2,19,4,12,13,1
Gadag,Molestation,2024,20,13,7,3,12,5,17,3,5
Mandya,Rape,2024,42,20,22,3,31,8,37,5,16
Haveri,Cheating,2024,91,30,61,14,68,9,40,51,9
Bengaluru Urban,Dowry Death,2024,3,1,2,0,2,1,2,1,0
Dharwad,Molestation,2024,19,9,10,1,14,4,9,10,2
Shimoga,Rape,2024,25,15,10,2,19,4,19,6,6
Kodagu,Molestation,2024,35,11,24,2,24,9,11,24,4
Haveri,Murder,2024,6,2,4,0,4,2,2,4,0
Bengaluru Urban,Cheating,2024,70,25,45,6,52,12,42,28,12
Chamarajanagar,Domestic Violence,2024,96,29,67,3,59,34,34,62,11
Mangaluru,Kidnapping,2024,9,5,4,1,7,1,7,2,0
Ramanagara,Murder,2024,8,4,4,1,6,1,4,4,0
Bagalkot,Molestation,2024,15,4,11,1,11,3,4,11,0
Kodagu,Cheating,2024,111,77,34,5,68,38,32,79,3
Udupi,Rape,2024,36,19,17,6,27,3,23,13,4
Shimoga,Theft,2024,133,68,65,22,110,1,68,65,28
Mysuru,Rape,2024,49,29,20,1,33,15,35,14,7
RuralAreaX,Cyber Crime,2024,61,31,30,2,45,14,26,35,11
Tumakuru,Cyber Crime,2024,62,33,29,10,51,1,51,11,7
Ramanagara,Domestic Violence,2024,85,48,37,9,63,13,62,23,6
Haveri,Kidnapping,2024,2,0,2,0,1,1,1,1,0
Shivamogga,Kidnapping,2024,5,2,3,0,3,2,4,1,0
Vijayapura,Murder,2024,4,2,2,0,2,2,2,2,0
Kodagu,Molestation,2024,28,9,19,3,16,9,17,11,8
Mandya,Domestic Violence,2024,86,39,47,15,61,10,51,35,15
Chikkaballapura,Theft,2024,115,69,46,10,81,24,29,86,4
Kalaburagi,Cyber Crime,2024,59,32,27,10,37,12,48,11,4
Chikkamagaluru,Robbery,2024,16,8,8,3,10,3,6,10,1
Bagalkot,Molestation,2024,24,10,14,3,17,4,16,8,7
Belagavi,Kidnapping,2024,2,1,1,0,1,1,0,2,0
Chamarajanagar2,Murder,2024,8,5,3,1,5,2,4,4,0
Hassan,Rape,2024,22,10,12,2,14,6,17,5,4
Bengaluru Rural,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Kalaburagi,Molestation,2024,14,9,5,1,8,5,11,3,2
Hubballi,Murder,2024,0,0,0,0,0,0,0,0,0
Bidar,Molestation,2024,17,11,6,2,10,5,7,10,2
Tumakuru,Theft,2024,118,41,77,7,72,39,71,47,25
Shivamogga,Dowry Death,2024,5,3,2,0,3,2,2,3,0
Udupi,Molestation,2024,21,14,7,3,16,2,9,12,3
Mandya,Murder,2024,8,4,4,0,5,3,5,3,0
Mysuru,Robbery,2024,14,6,8,2,10,2,7,7,0
Mandya,Cyber Crime,2024,57,19,38,7,37,13,46,11,22
Chikkaballapura,Cyber Crime,2024,58,32,26,2,36,20,14,44,5
Bagalkot,Cyber Crime,2024,62,39,23,6,42,14,32,30,4
Mysuru,Theft,2024,129,60,69,7,90,32,98,31,22
Kodagu,Molestation,2024,32,20,12,6,22,4,22,10,10
Shivamogga,Murder,2024,2,1,1,0,1,1,1,1,0
Mysuru,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Bidar,Cheating,2024,82,41,41,10,61,11,67,15,6
Chamarajanagar,Robbery,2024,17,10,7,1,11,5,9,8,1
Bagalkot,Domestic Violence,2024,71,35,36,11,55,5,32,39,11
Chikkaballapura,Murder,2024,0,0,0,0,0,0,0,0,0
Chikkamagaluru,Dowry Death,2024,12,3,9,0,9,3,3,9,0
Mandya,Cyber Crime,2024,42,13,29,6,27,9,20,22,1
Hubballi,Murder,2024,4,1,3,0,2,2,2,2,0
Bidar,Rape,2024,33,12,21,5,20,8,23,10,8
Haveri,Cheating,2024,93,45,48,10,78,5,41,52,13
Kalaburagi,Cyber Crime,2024,76,51,25,13,64,0,21,55,3
Udupi,Cyber Crime,2024,77,25,52,9,60,8,42,35,6
Bidar,Cyber Crime,2024,73,27,46,14,53,6,51,22,14
Chamarajanagar,Cyber Crime,2024,56,17,39,3,45,8,33,23,6
Chikkamagaluru,Theft,2024,119,68,51,16,95,8,100,19,42
Mandya,Murder,2024,3,1,2,0,2,1,1,2,0
Dharwad,Theft,2024,105,68,37,11,78,16,63,42,8
Mangaluru,Molestation,2024,31,9,22,5,25,1,9,22,3
Shivamogga,Robbery,2024,11,5,6,1,7,3,8,3,2
Vijayapura,Cheating,2024,95,39,56,8,62,25,45,50,16
Vijayapura,Domestic Violence,2024,62,18,44,10,51,1,47,15,14
Mandya,Cyber Crime,2024,53,32,21,4,32,17,46,7,4
Bengaluru Rural,Rape,2024,36,22,14,3,23,10,12,24,1
Dharwad,Domestic Violence,2024,75,30,45,6,50,19,57,18,17
Hubballi,Cheating,2024,89,55,34,9,56,24,77,12,19
Koppal,Rape,2024,26,8,18,2,16,8,16,10,7
Haveri,Molestation,2024,35,23,12,6,26,3,27,8,3
Haveri,Dowry Death,2024,1,0,1,0,0,1,0,1,0
Bidar,Robbery,2024,20,8,12,3,16,1,17,3,7
Mangaluru,Molestation,2024,27,10,17,3,19,5,15,12,5
Koppal,Theft,2024,109,70,39,18,72,19,95,14,9
Chitradurga,Dowry Death,2024,8,3,5,1,6,1,3,5,1
Bengaluru Urban,Kidnapping,2024,3,1,2,0,2,1,1,2,0
Bagalkot,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Chikkamagaluru,Dowry Death,2024,7,4,3,0,4,3,4,3,0
Chikkaballapura,Cheating,2024,77,52,25,8,61,8,67,10,23
Bengaluru Urban,Rape,2024,42,26,16,2,29,11,33,9,3
Chitradurga,Theft,2024,103,67,36,7,70,26,89,14,34
Chitradurga,Kidnapping,2024,9,5,4,1,6,2,7,2,2
Chamarajanagar2,Rape,2024,31,13,18,3,23,5,23,8,2
Vijayanagar,Dowry Death,2024,13,4,9,1,9,3,5,8,1
Chamarajanagar,Robbery,2024,16,5,11,1,13,2,7,9,1
Chamarajanagar2,Dowry Death,2024,3,1,2,0,2,1,2,1,0
Shivamogga,Kidnapping,2024,2,1,1,0,1,1,0,2,0
Bengaluru Urban,Molestation,2024,29,9,20,2,23,4,18,11,8
Vijayanagar,Kidnapping,2024,14,7,7,0,10,4,7,7,1
Chikkaballapura,Theft,2024,103,43,60,7,80,16,70,33,4
RuralAreaX,Cheating,2024,97,44,53,6,75,16,29,68,8
Uttara Kannada,Domestic Violence,2024,53,17,36,2,44,7,31,22,6
Udupi,Cheating,2024,87,46,41,10,55,22,73,14,15
Tumakuru,Murder,2024,4,1,3,0,3,1,2,2,0
Uttara Kannada,Dowry Death,2024,1,0,1,0,0,1,0,1,0
Yadgir,Dowry Death,2024,8,4,4,1,6,1,6,2,0
Chikkamagaluru,Dowry Death,2024,11,6,5,1,9,1,6,5,2
Tumakuru,Molestation,2024,20,13,7,1,12,7,6,14,0
Udupi,Molestation,2024,18,10,8,2,11,5,6,12,2
Hassan,Dowry Death,2024,4,1,3,0,3,1,1,3,0
Chitradurga,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Bengaluru Urban,Rape,2024,34,21,13,5,26,3,11,23,3
Gadag,Dowry Death,2024,3,1,2,0,2,1,1,2,0
Yadgir,Cyber Crime,2024,85,49,36,12,64,9,60,25,21
Tumakuru,Cyber Crime,2024,75,51,24,3,53,19,60,15,23
Chitradurga,Domestic Violence,2024,69,28,41,9,43,17,55,14,18
Hubballi,Cyber Crime,2024,75,34,41,8,60,7,55,20,3
Bengaluru Rural,Theft,2024,91,36,55,8,59,24,31,60,11
Chikkamagaluru,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Belagavi,Kidnapping,2024,0,0,0,0,0,0,0,0,0
Vijayapura,Molestation,2024,16,5,11,1,12,3,9,7,1
Chikkamagaluru,Dowry Death,2024,6,2,4,0,4,2,3,3,0
Shimoga,Dowry Death,2024,2,0,2,0,1,1,1,1,0
Shivamogga,Robbery,2024,20,8,12,1,13,6,15,5,2
Bengaluru Rural,Rape,2024,40,27,13,1,24,15,19,21,3
Shimoga,Domestic Violence,2024,76,35,41,6,57,13,26,50,8
Chamarajanagar,Molestation,2024,22,8,14,4,14,4,10,12,1
Bagalkot,Domestic Violence,2024,83,41,42,5,65,13,69,14,17
Davangere,Theft,2024,115,66,49,6,82,27,36,79,11
Mysuru,Robbery,2024,14,5,9,2,10,2,8,6,2
RuralAreaX,Dowry Death,2024,9,3,6,0,7,2,6,3,1
Chamarajanagar2,Rape,2024,50,29,21,8,40,2,31,19,4
Mangaluru,Robbery,2024,11,6,5,1,7,3,5,6,0
Yadgir,Domestic Violence,2024,99,30,69,8,69,22,70,29,26
Vijayanagar,Rape,2024,49,14,35,2,41,6,29,20,10
Chikkamagaluru,Robbery,2024,11,5,6,1,8,2,6,5,2
Ballari,Cheating,2024,104,33,71,3,86,15,47,57,18
Kodagu,Dowry Death,2024,4,2,2,0,3,1,1,3,0
Vijayanagar,Theft,2024,138,50,88,11,101,26,40,98,8
Uttara Kannada,Kidnapping,2024,5,2,3,0,4,1,1,4,0
Mysuru,Rape,2024,32,16,16,5,20,7,28,4,11
RuralAreaX,Domestic Violence,2024,61,27,34,10,42,9,37,24,14
Mangaluru,Murder,2024,8,3,5,0,4,4,2,6,0
Haveri,Cyber Crime,2024,52,33,19,2,34,16,32,20,14
Chikkaballapura,Molestation,2024,33,13,20,5,20,8,17,16,2
Bengaluru Urban,Molestation,2024,21,13,8,0,15,6,10,11,1
Hassan,Murder,2024,0,0,0,0,0,0,0,0,0
Dharwad,Robbery,2024,18,7,11,3,13,2,8,10,0
Mysuru,Molestation,2024,31,17,14,5,23,3,8,23,3
Bengaluru Rural,Molestation,2024,27,16,11,1,19,7,20,7,7
Bidar,Rape,2024,23,14,9,2,18,3,10,13,3
Mangaluru,Cheating,2024,100,46,54,4,77,19,42,58,6
Chitradurga,Dowry Death,2024,10,6,4,1,8,1,5,5,1
Chikkamagaluru,Molestation,2024,22,11,11,1,17,4,10,12,0
Koppal,Rape,2024,35,17,18,1,29,5,29,6,5
Shimoga,Murder,2024,6,3,3,1,3,2,2,4,0
Chamarajanagar2,Cyber Crime,2024,66,27,39,12,51,3,21,45,9
Raichur,Molestation,2024,19,10,9,2,12,5,13,6,4
Mandya,Molestation,2024,26,16,10,3,15,8,14,12,4
Shivamogga,Theft,2024,112,46,66,15,90,7,37,75,7
Yadgir,Molestation,2024,26,11,15,3,19,4,7,19,2
Koppal,Domestic Violence,2024,61,33,28,5,48,8,27,34,2
Ballari,Robbery,2024,10,4,6,0,6,4,5,5,1
Hassan,Domestic Violence,2024,55,30,25,10,33,12,19,36,9
Shivamogga,Robbery,2024,12,6,6,2,10,0,4,8,0
Kalaburagi,Kidnapping,2024,8,5,3,1,5,2,2,6,0
Tumakuru,Domestic Violence,2024,78,25,53,13,56,9,57,21,10
Bengaluru Rural,Theft,2024,106,52,54,20,79,7,35,71,5
Haveri,Cyber Crime,2024,61,27,34,3,39,19,17,44,2
Bidar,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Bidar,Cyber Crime,2024,53,32,21,1,40,12,44,9,16
Ballari,Murder,2024,6,3,3,1,4,1,2,4,0
Gadag,Kidnapping,2024,6,3,3,0,4,2,1,5,0
Vijayapura,Molestation,2024,31,20,11,5,26,0,18,13,1
Tumakuru,Theft,2024,129,63,66,25,79,25,76,53,11
Mandya,Murder,2024,5,1,4,0,3,2,3,2,1
Bengaluru Rural,Kidnapping,2024,2,0,2,0,1,1,1,1,0
Chikkamagaluru,Rape,2024,43,14,29,7,25,11,25,18,5
Kodagu,Cyber Crime,2024,77,51,26,11,60,6,51,26,17
Kalaburagi,Theft,2024,116,35,81,12,87,17,97,19,29
Mandya,Domestic Violence,2024,85,43,42,11,54,20,32,53,4
Vijayapura,Molestation,2024,24,15,9,1,15,8,18,6,1
Mangaluru,Dowry Death,2024,4,1,3,0,2,2,3,1,0
Bengaluru Rural,Murder,2024,7,2,5,0,4,3,1,6,0
Kalaburagi,Rape,2024,34,19,15,2,25,7,22,12,1
Mangaluru,Dowry Death,2024,5,1,4,0,4,1,4,1,1
Chitradurga,Robbery,2024,18,10,8,1,11,6,4,14,0
Kodagu,Dowry Death,2024,3,1,2,0,2,1,2,1,0
RuralAreaX,Theft,2024,114,48,66,14,73,27,70,44,26
Hassan,Dowry Death,2024,1,0,1,0,0,1,0,1,0
